"iso_a3","country","year","region","income_group","gdp_percap","population","birth_rate","neonat_mortal"
"DJI","Djibouti",2009,"Middle East & North Africa","Lower middle income",2506.58371487287,821865,28.59,33.7
"DJI","Djibouti",2010,"Middle East & North Africa","Lower middle income",2611.43531715912,834036,28.385,33.1
"DJI","Djibouti",2011,"Middle East & North Africa","Lower middle income",2767.04880123682,846646,28.124,32.4
"DJI","Djibouti",2012,"Middle East & North Africa","Lower middle income",2857.42851824381,859652,27.818,31.8
"DJI","Djibouti",2013,"Middle East & North Africa","Lower middle income",2998.67940694604,872932,27.48,31.2
"DJI","Djibouti",2014,"Middle East & North Africa","Lower middle income",3161.28572864749,886313,,
"DMA","Dominica",1990,"Latin America & Caribbean","Upper middle income",4304.92581046024,70928,23,11.8
"DMA","Dominica",1991,"Latin America & Caribbean","Upper middle income",4480.25771817194,70849,,11.8
"DMA","Dominica",1992,"Latin America & Caribbean","Upper middle income",4667.702570976,70978,24,11.8
"DMA","Dominica",1993,"Latin America & Caribbean","Upper middle income",4843.59395154861,71205,,11.8
"DMA","Dominica",1994,"Latin America & Caribbean","Upper middle income",5005.7342548868,71372,21.6,11.8
"DMA","Dominica",1995,"Latin America & Caribbean","Upper middle income",5211.41526103251,71367,,11.7
"DMA","Dominica",1996,"Latin America & Caribbean","Upper middle income",5463.65942065782,71146,19.1,11.6
"DMA","Dominica",1997,"Latin America & Caribbean","Upper middle income",5671.10740477866,70756,21.5,11.5
"DMA","Dominica",1998,"Latin America & Caribbean","Upper middle income",6057.49663631831,70295,16.2,11.3
"DMA","Dominica",1999,"Latin America & Caribbean","Upper middle income",6227.03342329233,69902,,11.1
"DMA","Dominica",2000,"Latin America & Caribbean","Upper middle income",6413.09226944837,69679,,10.9
"DMA","Dominica",2001,"Latin America & Caribbean","Upper middle income",6592.06976572687,69660,,10.7
"DMA","Dominica",2002,"Latin America & Caribbean","Upper middle income",6562.16897174141,69806,15.4,10.5
"DMA","Dominica",2003,"Latin America & Caribbean","Upper middle income",7181.60360578901,70058,,10.3
"DMA","Dominica",2004,"Latin America & Caribbean","Upper middle income",7589.98191838227,70325,,10.1
"DMA","Dominica",2005,"Latin America & Caribbean","Upper middle income",7803.20885270663,70542,,9.9
"DMA","Dominica",2006,"Latin America & Caribbean","Upper middle income",8418.00478908489,70690,14.9,9.7
"DMA","Dominica",2007,"Latin America & Caribbean","Upper middle income",9151.47124812475,70795,,9.5
"DMA","Dominica",2008,"Latin America & Caribbean","Upper middle income",10014.8812606226,70883,,9.2
"DMA","Dominica",2009,"Latin America & Caribbean","Upper middle income",9959.64109058361,70996,,9
"DMA","Dominica",2010,"Latin America & Caribbean","Upper middle income",10165.1108887331,71167,13.1100088524176,8.8
"DMA","Dominica",2011,"Latin America & Caribbean","Upper middle income",10332.5256113498,71401,,8.6
"DMA","Dominica",2012,"Latin America & Caribbean","Upper middle income",10330.7487832423,71684,,8.3
"DMA","Dominica",2013,"Latin America & Caribbean","Upper middle income",10342.9447154902,72003,,8.1
"DMA","Dominica",2014,"Latin America & Caribbean","Upper middle income",10698.5020994305,72341,,
"DNK","Denmark",1990,"Europe & Central Asia","High income",18795.2976014056,5140939,12.3,4.5
"DNK","Denmark",1991,"Europe & Central Asia","High income",19622.5097511638,5154298,12.5,4.3
"DNK","Denmark",1992,"Europe & Central Asia","High income",20398.7043922059,5171370,13.1,4.2
"DNK","Denmark",1993,"Europe & Central Asia","High income",20795.9176273018,5188628,13,4
"DNK","Denmark",1994,"Europe & Central Asia","High income",22336.4305390554,5206180,13.4,3.9
"DNK","Denmark",1995,"Europe & Central Asia","High income",23379.1181058367,5233373,13.3,3.8
"DNK","Denmark",1996,"Europe & Central Asia","High income",24476.6561509781,5263074,12.9,3.6
"DNK","Denmark",1997,"Europe & Central Asia","High income",25702.1797221745,5284991,12.8,3.6
"DNK","Denmark",1998,"Europe & Central Asia","High income",26622.069642475,5304219,12.5,3.5
"DNK","Denmark",1999,"Europe & Central Asia","High income",27544.0065605429,5321799,12.4,3.5
"DNK","Denmark",2000,"Europe & Central Asia","High income",29566.1862400184,5339616,12.6,3.4
"DNK","Denmark",2001,"Europe & Central Asia","High income",30239.8737151692,5358783,12.2,3.4
"DNK","Denmark",2002,"Europe & Central Asia","High income",31597.6898560098,5375931,11.9,3.3
"DNK","Denmark",2003,"Europe & Central Asia","High income",31265.7916382586,5390574,12,3.3
"DNK","Denmark",2004,"Europe & Central Asia","High income",33152.6479238749,5404523,12,3.2
"DNK","Denmark",2005,"Europe & Central Asia","High income",34079.9597620429,5419432,11.9,3.1
"DNK","Denmark",2006,"Europe & Central Asia","High income",37189.6598813732,5437272,12,3
"DNK","Denmark",2007,"Europe & Central Asia","High income",38674.4095784538,5461438,11.7,2.9
"DNK","Denmark",2008,"Europe & Central Asia","High income",40838.1887464738,5493621,11.8,2.8
"DNK","Denmark",2009,"Europe & Central Asia","High income",39624.811163851,5523095,11.4,2.8
"DNK","Denmark",2010,"Europe & Central Asia","High income",41806.9299938892,5547683,11.4,2.7
"DNK","Denmark",2011,"Europe & Central Asia","High income",43314.0563639927,5570572,10.6,2.6
"DNK","Denmark",2012,"Europe & Central Asia","High income",43560.0603456731,5591572,10.4,2.5
"DNK","Denmark",2013,"Europe & Central Asia","High income",43782.165053723,5614932,10,2.4
"DNK","Denmark",2014,"Europe & Central Asia","High income",44862.5039799774,5639565,,
"DOM","Dominican Republic",1990,"Latin America & Caribbean","Upper middle income",3411.39658389554,7245127,29.88,28.3
"DOM","Dominican Republic",1991,"Latin America & Caribbean","Upper middle income",3487.35072676158,7392389,29.388,27.5
"DOM","Dominican Republic",1992,"Latin America & Caribbean","Upper middle income",3864.44720813025,7540421,28.867,26.8
"DOM","Dominican Republic",1993,"Latin America & Caribbean","Upper middle income",4160.60669903131,7688196,28.317,26
"DOM","Dominican Republic",1994,"Latin America & Caribbean","Upper middle income",4265.91735747013,7834359,27.747,25.3
"DOM","Dominican Republic",1995,"Latin America & Caribbean","Upper middle income",4511.43709103448,7977966,27.177,24.6
"DOM","Dominican Republic",1996,"Latin America & Caribbean","Upper middle income",4836.16370942997,8118570,26.631,24
"DOM","Dominican Republic",1997,"Latin America & Caribbean","Upper middle income",5223.91363071416,8256496,26.13,23.3
"DOM","Dominican Republic",1998,"Latin America & Caribbean","Upper middle income",5559.21229890322,8392534,25.688,22.7
"DOM","Dominican Republic",1999,"Latin America & Caribbean","Upper middle income",5927.72311607639,8527881,25.307,22.2
"DOM","Dominican Republic",2000,"Latin America & Caribbean","Upper middle income",6305.33213614908,8663421,24.982,21.6
"DOM","Dominican Republic",2001,"Latin America & Caribbean","Upper middle income",6464.31579521728,8799298,24.7,21.1
"DOM","Dominican Republic",2002,"Latin America & Caribbean","Upper middle income",6837.80816527369,8935261,24.436,20.7
"DOM","Dominican Republic",2003,"Latin America & Caribbean","Upper middle income",6852.1507631536,9071318,24.172,20.2
"DOM","Dominican Republic",2004,"Latin America & Caribbean","Upper middle income",7027.52127745528,9207389,23.895,19.8
"DOM","Dominican Republic",2005,"Latin America & Caribbean","Upper middle income",7810.18877785106,9343362,23.6,19.3
"DOM","Dominican Republic",2006,"Latin America & Caribbean","Upper middle income",8781.44785254196,9479269,23.284,18.9
"DOM","Dominican Republic",2007,"Latin America & Caribbean","Upper middle income",9641.08868226055,9615015,22.952,18.5
"DOM","Dominican Republic",2008,"Latin America & Caribbean","Upper middle income",9998.66901387497,9750195,22.612,18.1
"DOM","Dominican Republic",2009,"Latin America & Caribbean","Upper middle income",10030.948118925,9884265,22.263,17.7
"DOM","Dominican Republic",2010,"Latin America & Caribbean","Upper middle income",10850.9235915541,10016797,21.907,17.3
"DOM","Dominican Republic",2011,"Latin America & Caribbean","Upper middle income",11240.5850379152,10147598,21.547,16.9
"DOM","Dominican Republic",2012,"Latin America & Caribbean","Upper middle income",11595.8202639137,10276621,21.186,16.5
"DOM","Dominican Republic",2013,"Latin America & Caribbean","Upper middle income",12180.1872874765,10403761,20.826,16.1
"DOM","Dominican Republic",2014,"Latin America & Caribbean","Upper middle income",13107.3473466794,10528954,,
"DZA","Algeria",1990,"Middle East & North Africa","Upper middle income",6536.22516298225,26239708,32.236,22.5
"DZA","Algeria",1991,"Middle East & North Africa","Upper middle income",6510.49642088007,26893663,30.795,22.1
"DZA","Algeria",1992,"Middle East & North Africa","Upper middle income",6620.83612552623,27535151,29.311,21.8
"DZA","Algeria",1993,"Middle East & North Africa","Upper middle income",6489.32743676638,28157560,27.795,21.5
"DZA","Algeria",1994,"Middle East & North Africa","Upper middle income",6431.82679790968,28752749,26.279,21.2
"DZA","Algeria",1995,"Middle East & North Africa","Upper middle income",6684.65864860974,29315463,24.803,20.9
"DZA","Algeria",1996,"Middle East & North Africa","Upper middle income",6959.99462640402,29845208,23.409,20.7
"DZA","Algeria",1997,"Middle East & North Africa","Upper middle income",7039.00290001483,30345466,22.143,20.4
"DZA","Algeria",1998,"Middle East & North Africa","Upper middle income",7363.03285323223,30820435,21.054,20.2
"DZA","Algeria",1999,"Middle East & North Africa","Upper middle income",7602.48667749864,31276295,20.184,20
"DZA","Algeria",2000,"Middle East & North Africa","Upper middle income",7835.5218903721,31719449,19.595,19.8
"DZA","Algeria",2001,"Middle East & North Africa","Upper middle income",8271.4117864461,32150198,19.339,19.5
"DZA","Algeria",2002,"Middle East & North Africa","Upper middle income",8753.58729658053,32572977,19.405,19.1
"DZA","Algeria",2003,"Middle East & North Africa","Upper middle income",9446.13037057899,33003442,19.752,18.6
"DZA","Algeria",2004,"Middle East & North Africa","Upper middle income",9984.69344502701,33461345,20.332,18.1
"DZA","Algeria",2005,"Middle East & North Africa","Upper middle income",10753.4737270325,33960903,21.08,17.5
"DZA","Algeria",2006,"Middle East & North Africa","Upper middle income",11093.8142341591,34507214,21.918,16.9
"DZA","Algeria",2007,"Middle East & North Africa","Upper middle income",11578.3776381118,35097043,22.759,16.3
"DZA","Algeria",2008,"Middle East & North Africa","Upper middle income",11829.8240312106,35725377,23.516,15.8
"DZA","Algeria",2009,"Middle East & North Africa","Upper middle income",11891.3821640931,36383302,24.122,15.3
"DZA","Algeria",2010,"Middle East & North Africa","Upper middle income",12241.3291430763,37062820,24.514,14.9
"DZA","Algeria",2011,"Middle East & North Africa","Upper middle income",12605.771553359,37762962,24.658,14.5
"DZA","Algeria",2012,"Middle East & North Africa","Upper middle income",13007.9503166197,38481705,24.579,14.1
"DZA","Algeria",2013,"Middle East & North Africa","Upper middle income",13319.9604376029,39208194,24.312,13.9
"DZA","Algeria",2014,"Middle East & North Africa","Upper middle income",13814.4373021551,39928947,,
"ECU","Ecuador",1990,"Latin America & Caribbean","Upper middle income",4874.48967419828,10123593,29.994,21.3
"ECU","Ecuador",1991,"Latin America & Caribbean","Upper middle income",5132.71373823838,10360630,29.404,20.6
"ECU","Ecuador",1992,"Latin America & Caribbean","Upper middle income",5240.55723483516,10598168,28.814,19.9
"ECU","Ecuador",1993,"Latin America & Caribbean","Upper middle income",5350.86517227593,10836327,28.248,19.1
"ECU","Ecuador",1994,"Latin America & Caribbean","Upper middle income",5574.42842017527,11075454,27.715,18.4
"ECU","Ecuador",1995,"Latin America & Caribbean","Upper middle income",5695.28821634778,11315800,27.226,17.7
"ECU","Ecuador",1996,"Latin America & Caribbean","Upper middle income",5776.48281253961,11557151,26.784,17
"ECU","Ecuador",1997,"Latin America & Caribbean","Upper middle income",6003.83902299382,11799289,26.38,16.4
"ECU","Ecuador",1998,"Latin America & Caribbean","Upper middle income",6140.69149527037,12042454,26.005,15.8
"ECU","Ecuador",1999,"Latin America & Caribbean","Upper middle income",5820.97499335467,12286995,25.654,15.2
"ECU","Ecuador",2000,"Latin America & Caribbean","Upper middle income",5900.25786446442,12533087,25.316,14.7
"ECU","Ecuador",2001,"Latin America & Caribbean","Upper middle income",6155.35802782895,12780869,24.984,14.2
"ECU","Ecuador",2002,"Latin America & Caribbean","Upper middle income",6381.48142150302,13030041,24.649,13.8
"ECU","Ecuador",2003,"Latin America & Caribbean","Upper middle income",6560.20789306473,13279806,24.306,13.4
"ECU","Ecuador",2004,"Latin America & Caribbean","Upper middle income",7159.66759026627,13529091,23.951,13.1
"ECU","Ecuador",2005,"Latin America & Caribbean","Upper middle income",7640.98117382531,13777131,23.587,12.8
"ECU","Ecuador",2006,"Latin America & Caribbean","Upper middle income",8078.08464931486,14023503,23.217,12.5
"ECU","Ecuador",2007,"Latin America & Caribbean","Upper middle income",8329.23874864179,14268397,22.848,12.2
"ECU","Ecuador",2008,"Latin America & Caribbean","Upper middle income",8880.64485357012,14512402,22.487,11.9
"ECU","Ecuador",2009,"Latin America & Caribbean","Upper middle income",8849.96796170247,14756424,22.135,11.6
"ECU","Ecuador",2010,"Latin America & Caribbean","Upper middle income",9122.61074318657,15001072,21.794,11.3
"ECU","Ecuador",2011,"Latin America & Caribbean","Upper middle income",9881.89586674044,15246481,21.461,11
"ECU","Ecuador",2012,"Latin America & Caribbean","Upper middle income",10416.5075189353,15492264,21.134,10.7
"ECU","Ecuador",2013,"Latin America & Caribbean","Upper middle income",10889.7669550742,15737878,20.812,10.5
"ECU","Ecuador",2014,"Latin America & Caribbean","Upper middle income",11293.1546830108,15982551,,
"EGY","Egypt, Arab Rep.",1990,"Middle East & North Africa","Lower middle income",3891.19216517288,56336614,31.079,32.2
"EGY","Egypt, Arab Rep.",1991,"Middle East & North Africa","Lower middle income",3989.66838982842,57387589,29.962,31.2
"EGY","Egypt, Arab Rep.",1992,"Middle East & North Africa","Lower middle income",4189.68930030544,58370712,28.915,30.2
"EGY","Egypt, Arab Rep.",1993,"Middle East & North Africa","Lower middle income",4344.05769434479,59307778,27.988,29.1
"EGY","Egypt, Arab Rep.",1994,"Middle East & North Africa","Lower middle income",4542.00456646506,60231864,27.208,27.9
"EGY","Egypt, Arab Rep.",1995,"Middle East & North Africa","Lower middle income",4777.70854951318,61168397,26.581,26.8
"EGY","Egypt, Arab Rep.",1996,"Middle East & North Africa","Lower middle income",5029.0931166016,62123592,26.088,25.5
"EGY","Egypt, Arab Rep.",1997,"Middle East & North Africa","Lower middle income",5313.05039961043,63094069,25.685,24.3
"EGY","Egypt, Arab Rep.",1998,"Middle East & North Africa","Lower middle income",5501.14196312068,64084443,25.334,23.1
"EGY","Egypt, Arab Rep.",1999,"Middle East & North Africa","Lower middle income",5834.08570574625,65097777,25.026,21.9
"EGY","Egypt, Arab Rep.",2000,"Middle East & North Africa","Lower middle income",6188.38922081064,66136590,24.764,20.7
"EGY","Egypt, Arab Rep.",2001,"Middle East & North Africa","Lower middle income",6449.07253991643,67204189,24.563,19.6
"EGY","Egypt, Arab Rep.",2002,"Middle East & North Africa","Lower middle income",6595.46560215222,68302914,24.435,18.5
"EGY","Egypt, Arab Rep.",2003,"Middle East & North Africa","Lower middle income",6828.87323490655,69432477,24.378,17.5
"EGY","Egypt, Arab Rep.",2004,"Middle East & North Africa","Lower middle income",7183.87729203447,70591288,24.374,16.4
"EGY","Egypt, Arab Rep.",2005,"Middle East & North Africa","Lower middle income",7618.56841252583,71777678,24.401,15.5
"EGY","Egypt, Arab Rep.",2006,"Middle East & North Africa","Lower middle income",8250.61331769556,72990754,24.427,14.7
"EGY","Egypt, Arab Rep.",2007,"Middle East & North Africa","Lower middle income",8919.16335928386,74229577,24.427,13.9
"EGY","Egypt, Arab Rep.",2008,"Middle East & North Africa","Lower middle income",9581.60847775344,75491922,24.377,13.3
"EGY","Egypt, Arab Rep.",2009,"Middle East & North Africa","Lower middle income",9937.77811611791,76775023,24.263,12.9
"EGY","Egypt, Arab Rep.",2010,"Middle East & North Africa","Lower middle income",10399.9019261947,78075705,24.078,12.5
"EGY","Egypt, Arab Rep.",2011,"Middle East & North Africa","Lower middle income",10628.7473175029,79392466,23.823,12.2
"EGY","Egypt, Arab Rep.",2012,"Middle East & North Africa","Lower middle income",10874.6125594781,80721874,23.517,12
"EGY","Egypt, Arab Rep.",2013,"Middle East & North Africa","Lower middle income",11086.150480658,82056378,23.177,11.8
"EGY","Egypt, Arab Rep.",2014,"Middle East & North Africa","Lower middle income",11311.9526074272,83386739,,
"ERI","Eritrea",1990,"Sub-Saharan Africa","Low income",,3272563,44.583,35.7
"ERI","Eritrea",1991,"Sub-Saharan Africa","Low income",,3311719,44.143,34.9
"ERI","Eritrea",1992,"Sub-Saharan Africa","Low income",710.294630187268,3331918,43.602,34
"ERI","Eritrea",1993,"Sub-Saharan Africa","Low income",821.901399255722,3344626,42.971,33
"ERI","Eritrea",1994,"Sub-Saharan Africa","Low income",1011.08225219058,3365933,42.281,32
"ERI","Eritrea",1995,"Sub-Saharan Africa","Low income",1048.62678843877,3407812,41.587,30.9
"ERI","Eritrea",1996,"Sub-Saharan Africa","Low income",1144.60406617338,3473399,40.959,29.9
"ERI","Eritrea",1997,"Sub-Saharan Africa","Low income",1225.58541395563,3560353,40.449,28.9
"ERI","Eritrea",1998,"Sub-Saharan Africa","Low income",1223.72685020115,3668350,40.087,28
"ERI","Eritrea",1999,"Sub-Saharan Africa","Low income",1201.02994746283,3795384,39.882,27.1
"ERI","Eritrea",2000,"Sub-Saharan Africa","Low income",1146.28461426952,3939348,39.818,26.2
"ERI","Eritrea",2001,"Sub-Saharan Africa","Low income",1224.61501735187,4101609,39.86,25.4
"ERI","Eritrea",2002,"Sub-Saharan Africa","Low income",1226.94925684079,4281576,39.944,24.6
"ERI","Eritrea",2003,"Sub-Saharan Africa","Low income",1166.17283748219,4472533,40.012,23.8
"ERI","Eritrea",2004,"Sub-Saharan Africa","Low income",1165.34994316226,4665522,40.028,23.1
"ERI","Eritrea",2005,"Sub-Saharan Africa","Low income",1185.88899152761,4854066,39.967,22.4
"ERI","Eritrea",2006,"Sub-Saharan Africa","Low income",1166.96861503223,5035036,39.816,21.7
"ERI","Eritrea",2007,"Sub-Saharan Africa","Low income",1174.34742513755,5209846,39.587,21
"ERI","Eritrea",2008,"Sub-Saharan Africa","Low income",1045.65777944389,5382163,39.289,20.3
"ERI","Eritrea",2009,"Sub-Saharan Africa","Low income",1059.83824763393,5557889,38.918,19.7
"ERI","Eritrea",2010,"Sub-Saharan Africa","Low income",1061.32455201372,5741159,38.47,19.1
"ERI","Eritrea",2011,"Sub-Saharan Africa","Low income",1139.22199062014,5932852,37.945,18.7
"ERI","Eritrea",2012,"Sub-Saharan Africa","Low income",1200.9549141498,6130922,37.352,18.2
"ERI","Eritrea",2013,"Sub-Saharan Africa","Low income",1195.65236368118,6333135,36.702,17.7
"ERI","Eritrea",2014,"Sub-Saharan Africa","Low income",1195.43547945178,6536176,,
"ESP","Spain",1990,"Europe & Central Asia","High income",13707.9353250433,38850435,10.3,6.8
"ESP","Spain",1991,"Europe & Central Asia","High income",14491.7860414266,38939049,10.2,6.5
"ESP","Spain",1992,"Europe & Central Asia","High income",14910.5836084619,39067745,10.2,6.2
"ESP","Spain",1993,"Europe & Central Asia","High income",15060.9817401992,39189400,9.8,5.8
"ESP","Spain",1994,"Europe & Central Asia","High income",15705.7553345086,39294967,9.4,5.4
"ESP","Spain",1995,"Europe & Central Asia","High income",16436.9427483467,39387017,9.2,5
"ESP","Spain",1996,"Europe & Central Asia","High income",17212.4290423052,39478186,9.2,4.6
"ESP","Spain",1997,"Europe & Central Asia","High income",18180.282325008,39582413,9.3,4.4
"ESP","Spain",1998,"Europe & Central Asia","High income",19390.712378135,39721108,9.2,4.2
"ESP","Spain",1999,"Europe & Central Asia","High income",20316.2328865735,39926268,9.5,4
"ESP","Spain",2000,"Europe & Central Asia","High income",21875.3907179869,40263216,9.9,3.9
"ESP","Spain",2001,"Europe & Central Asia","High income",23213.2763516814,40756001,9.9,3.8
"ESP","Spain",2002,"Europe & Central Asia","High income",24659.0987041919,41431558,10.1,3.7
"ESP","Spain",2003,"Europe & Central Asia","High income",25334.6166965645,42187645,10.4,3.7
"ESP","Spain",2004,"Europe & Central Asia","High income",26444.9607151609,42921895,10.6,3.6
"ESP","Spain",2005,"Europe & Central Asia","High income",27868.9519489624,43653155,10.6,3.5
"ESP","Spain",2006,"Europe & Central Asia","High income",30879.856395603,44397319,10.8,3.3
"ESP","Spain",2007,"Europe & Central Asia","High income",32806.7075470748,45226803,10.9,3.2
"ESP","Spain",2008,"Europe & Central Asia","High income",33729.5167903525,45954106,11.3,3.1
"ESP","Spain",2009,"Europe & Central Asia","High income",32807.206172261,46362946,10.6,3
"ESP","Spain",2010,"Europe & Central Asia","High income",32350.5162163131,46576897,10.4,2.9
"ESP","Spain",2011,"Europe & Central Asia","High income",32673.9604674027,46742697,10.1,2.7
"ESP","Spain",2012,"Europe & Central Asia","High income",32769.7173999104,46773055,9.7,2.7
"ESP","Spain",2013,"Europe & Central Asia","High income",33092.3754706122,46620045,9.1,2.6
"ESP","Spain",2014,"Europe & Central Asia","High income",33763.3936623104,46404602,,
"EST","Estonia",1990,"Europe & Central Asia","High income",,1569174,14.2,12.3
"EST","Estonia",1991,"Europe & Central Asia","High income",,1561314,12.4,11.6
"EST","Estonia",1992,"Europe & Central Asia","High income",,1533091,11.8,10.8
"EST","Estonia",1993,"Europe & Central Asia","High income",,1494128,10.2,10.2
"EST","Estonia",1994,"Europe & Central Asia","High income",,1462514,9.7,9.3
"EST","Estonia",1995,"Europe & Central Asia","High income",6343.10758439945,1436634,9.4,8.6
"EST","Estonia",1996,"Europe & Central Asia","High income",6953.60920485154,1415594,9.4,7.8
"EST","Estonia",1997,"Europe & Central Asia","High income",7998.70473917062,1399535,9,7.1
"EST","Estonia",1998,"Europe & Central Asia","High income",8469.79484888608,1386156,8.8,6.4
"EST","Estonia",1999,"Europe & Central Asia","High income",8758.48909857866,1380620,9,5.9
"EST","Estonia",2000,"Europe & Central Asia","High income",9709.10646927595,1396985,9.4,5.3
"EST","Estonia",2001,"Europe & Central Asia","High income",10526.5133504086,1388115,9.1,4.8
"EST","Estonia",2002,"Europe & Central Asia","High income",11783.8441238123,1379350,9.4,4.4
"EST","Estonia",2003,"Europe & Central Asia","High income",13220.284747507,1370720,9.5,4
"EST","Estonia",2004,"Europe & Central Asia","High income",14666.453679531,1362550,10.3,3.6
"EST","Estonia",2005,"Europe & Central Asia","High income",16557.4143152357,1354775,10.6,3.3
"EST","Estonia",2006,"Europe & Central Asia","High income",19305.7699898451,1346810,11,3
"EST","Estonia",2007,"Europe & Central Asia","High income",21831.4917169567,1340680,11.8,2.8
"EST","Estonia",2008,"Europe & Central Asia","High income",22500.3839554383,1337090,12,2.5
"EST","Estonia",2009,"Europe & Central Asia","High income",20201.7086104637,1334515,11.8,2.3
"EST","Estonia",2010,"Europe & Central Asia","High income",21085.140620296,1331475,11.9,2.1
"EST","Estonia",2011,"Europe & Central Asia","High income",23575.6871477399,1327439,11.1,2
"EST","Estonia",2012,"Europe & Central Asia","High income",24735.5166635822,1322696,10.6,1.8
"EST","Estonia",2013,"Europe & Central Asia","High income",25823.3887479939,1317997,10.3,1.7
"EST","Estonia",2014,"Europe & Central Asia","High income",26355.3680911883,1313645,,
"ETH","Ethiopia",1990,"Sub-Saharan Africa","Low income",421.762049143888,48042755,47.489,54.6
"ETH","Ethiopia",1991,"Sub-Saharan Africa","Low income",390.856469028762,49743883,47.192,54
"ETH","Ethiopia",1992,"Sub-Saharan Africa","Low income",352.471133509106,51525658,46.927,53.3
"ETH","Ethiopia",1993,"Sub-Saharan Africa","Low income",394.264260772178,53357867,46.686,52.4
"ETH","Ethiopia",1994,"Sub-Saharan Africa","Low income",401.633532077269,55199953,46.456,51.4
"ETH","Ethiopia",1995,"Sub-Saharan Africa","Low income",421.218643441451,57023519,46.206,50.3
"ETH","Ethiopia",1996,"Sub-Saharan Africa","Low income",467.516422469909,58815116,45.898,49.3
"ETH","Ethiopia",1997,"Sub-Saharan Africa","Low income",476.099454189092,60584273,45.5,48.2
"ETH","Ethiopia",1998,"Sub-Saharan Africa","Low income",451.437000184115,62353942,44.988,47.3
"ETH","Ethiopia",1999,"Sub-Saharan Africa","Low income",468.445904518911,64158887,44.356,46.5
"ETH","Ethiopia",2000,"Sub-Saharan Africa","Low income",493.844890433107,66024199,43.6,45.5
"ETH","Ethiopia",2001,"Sub-Saharan Africa","Low income",531.471659500936,67956866,42.727,44.5
"ETH","Ethiopia",2002,"Sub-Saharan Africa","Low income",532.207963242785,69948344,41.771,43.2
"ETH","Ethiopia",2003,"Sub-Saharan Africa","Low income",516.028776951714,71989666,40.77,41.8
"ETH","Ethiopia",2004,"Sub-Saharan Africa","Low income",585.300044400073,74066147,39.752,40.3
"ETH","Ethiopia",2005,"Sub-Saharan Africa","Low income",656.89915693054,76167240,38.753,38.6
"ETH","Ethiopia",2006,"Sub-Saharan Africa","Low income",730.087162535328,78290649,37.801,36.9
"ETH","Ethiopia",2007,"Sub-Saharan Africa","Low income",813.054648603716,80440708,36.911,35.2
"ETH","Ethiopia",2008,"Sub-Saharan Africa","Low income",894.202002824822,82621190,36.092,33.5
"ETH","Ethiopia",2009,"Sub-Saharan Africa","Low income",954.68765614545,84838032,35.351,32
"ETH","Ethiopia",2010,"Sub-Saharan Africa","Low income",1059.44146943072,87095281,34.689,30.6
"ETH","Ethiopia",2011,"Sub-Saharan Africa","Low income",1171.28625140892,89393063,34.095,29.5
"ETH","Ethiopia",2012,"Sub-Saharan Africa","Low income",1262.43581530781,91728849,33.545,28.4
"ETH","Ethiopia",2013,"Sub-Saharan Africa","Low income",1379.97211043356,94100756,33.018,27.5
"ETH","Ethiopia",2014,"Sub-Saharan Africa","Low income",1500.85830543927,96506031,,
"FIN","Finland",1990,"Europe & Central Asia","High income",17927.2098514189,4986431,13.1,3.9
"FIN","Finland",1991,"Europe & Central Asia","High income",17333.4352638563,5013740,13,3.7
"FIN","Finland",1992,"Europe & Central Asia","High income",17043.1071820888,5041992,13.2,3.6
"FIN","Finland",1993,"Europe & Central Asia","High income",17236.8227658934,5066447,12.8,3.4
"FIN","Finland",1994,"Europe & Central Asia","High income",18218.3998777274,5088333,12.8,3.2
"FIN","Finland",1995,"Europe & Central Asia","High income",19307.0106357293,5107790,12.3,3
"FIN","Finland",1996,"Europe & Central Asia","High income",19837.9417467455,5124573,11.8,2.9
"FIN","Finland",1997,"Europe & Central Asia","High income",21589.1129774827,5139835,11.5,2.7
"FIN","Finland",1998,"Europe & Central Asia","High income",23279.1062223323,5153498,11.1,2.7
"FIN","Finland",1999,"Europe & Central Asia","High income",24501.7799104739,5165474,11.1,2.5
"FIN","Finland",2000,"Europe & Central Asia","High income",26472.8317600208,5176209,11,2.5
"FIN","Finland",2001,"Europe & Central Asia","High income",27535.2944725082,5188008,10.8,2.4
"FIN","Finland",2002,"Europe & Central Asia","High income",28421.2398938674,5200598,10.7,2.4
"FIN","Finland",2003,"Europe & Central Asia","High income",28813.2921540656,5213014,10.9,2.3
"FIN","Finland",2004,"Europe & Central Asia","High income",31092.6111149113,5228172,11,2.2
"FIN","Finland",2005,"Europe & Central Asia","High income",32065.1707160028,5246096,11,2.2
"FIN","Finland",2006,"Europe & Central Asia","High income",34523.7075112213,5266268,11.2,2
"FIN","Finland",2007,"Europe & Central Asia","High income",37508.9190666751,5288720,11.1,2
"FIN","Finland",2008,"Europe & Central Asia","High income",39729.648543659,5313399,11.2,1.8
"FIN","Finland",2009,"Europe & Central Asia","High income",37546.5134875183,5338871,11.3,1.8
"FIN","Finland",2010,"Europe & Central Asia","High income",38296.5063062292,5363352,11.4,1.6
"FIN","Finland",2011,"Europe & Central Asia","High income",40251.3735098925,5388272,11.1,1.6
"FIN","Finland",2012,"Europe & Central Asia","High income",40209.3173459295,5413971,11,1.4
"FIN","Finland",2013,"Europe & Central Asia","High income",39869.2995728749,5438972,10.7,1.3
"FIN","Finland",2014,"Europe & Central Asia","High income",39754.4852404505,5463596,,
