"iso2c","iso3c","country","year","gdp_percap","population","birth_rate","neonat_mortal_rate","region","income"
"CW","CUW","Curacao",1991,,144403,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2009,27566.012643741,146833,13,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2010,27559.1966859274,148703,13.6,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2007,26910.0805251752,144056,13.4,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2008,27683.2568561276,145880,13.8,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2000,23271.8900336452,133860,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2001,24497.7015835895,129047,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2002,24953.4558698722,129205,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2003,24969.8632576129,131897,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2004,25256.1041138335,134192,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2005,25558.8271749415,137658,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2006,26084.5128432857,141239,13.6,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2011,27907.8660198663,150831,13.1,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1994,,144630,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1995,,145139,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1996,,146306,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2015,27947.8216798529,157980,11.9,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2012,28168.8298616806,152088,13.4,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2013,28115.0054245974,153822,12.7,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2014,27941.5680191173,155909,12.6,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2016,27679.6447914148,159664,11.2,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2017,27626.6408891907,160175,9.7,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1999,,139428,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1997,,146956,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1998,,144472,,,"Latin America & Caribbean","High income"
"CY","CYP","Cyprus",1993,14814.7014427917,818746,17.731,5.5,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1991,13512.3896283065,783124,18.694,5.9,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1990,13314.6712669758,766615,19.049,6,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1996,17297.4224893819,873423,15.735,4.7,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1992,14722.4926068366,800611,18.259,5.7,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1994,15695.77268263,837110,17.121,5.2,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1995,17069.6063951374,855383,16.446,4.9,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1999,19662.7442286567,926046,13.731,3.9,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2000,21291.4735082902,943290,13.2,3.6,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2001,22871.3836699875,960276,12.765,3.4,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2002,23556.4139278627,976964,12.421,3.2,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2003,24252.8976002779,993563,12.153,3,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2004,25921.2044367465,1010408,11.957,2.9,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2005,27763.177389335,1027662,11.821,2.7,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1997,17778.7575994083,891190,15.023,4.4,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",1998,18758.5294698854,908702,14.347,4.1,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2006,29984.1850612746,1045507,11.733,2.5,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2007,32849.9410426219,1063713,11.674,2.4,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2015,31578.3544277306,1160985,11.011,1.6,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2016,33682.4790814849,1170187,10.852,1.5,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2013,30620.8621496663,1143866,11.255,1.7,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2014,30390.6080662609,1152285,11.143,1.7,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2011,33192.336901327,1124833,11.441,1.9,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2008,34824.0829909209,1081563,11.626,2.2,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2017,36155.4807539388,1179680,10.668,1.4,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2010,33230.7989411299,1112612,11.517,2,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2012,31914.6834217479,1135046,11.353,1.8,"Europe & Central Asia","High income"
"CY","CYP","Cyprus",2009,33888.2852261088,1098083,11.577,2.1,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2007,26124.8954490421,10298828,11.1,2,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1990,12659.8523062252,10333355,12.6,7.3,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1991,11595.6188618279,10308578,12.5,6.8,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2008,27844.7953264656,10384603,11.5,1.9,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1993,12061.9492218999,10329855,11.7,5.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2009,27599.3008601602,10443936,11.3,1.8,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2010,27667.4328953053,10474410,11.2,1.7,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1992,11787.7398089512,10319123,11.8,6.3,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2001,17554.4877246829,10216605,8.9,2.5,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2002,18189.2343541554,10196916,9.1,2.4,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2003,19426.0851264696,10193998,9.2,2.4,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2004,20799.157638979,10197101,9.6,2.3,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2005,21956.3838583853,10211216,10,2.2,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2006,23776.4870553843,10238905,10.3,2.1,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1994,12673.3519428927,10333587,10.3,5.1,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1995,13752.5140062775,10327253,9.3,4.5,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1996,14583.4331729136,10315241,8.8,4,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1997,14730.615017474,10304131,8.8,3.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1998,14906.3982171265,10294373,8.8,3.2,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",1999,15324.1064301742,10283860,8.7,2.9,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2000,16190.8050276551,10255063,8.9,2.7,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2015,33691.4242392608,10546059,10.5,1.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2016,35230.5224608776,10566332,10.7,1.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2017,38019.5805142033,10594438,10.8,1.7,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2013,30485.7141541113,10514272,10.2,1.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2014,32263.3157548997,10525347,10.4,1.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2011,28797.4179611691,10496088,10.4,1.6,"Europe & Central Asia","High income"
"CZ","CZE","Czech Republic",2012,29047.2464395949,10510785,10.3,1.6,"Europe & Central Asia","High income"
"DE","DEU","Germany",1990,19423.0197617224,79433029,11.4,3.4,"Europe & Central Asia","High income"
"DE","DEU","Germany",1991,20952.3728445334,80013896,10.4,3.5,"Europe & Central Asia","High income"
"DE","DEU","Germany",1992,21676.6761605094,80624598,10,3.5,"Europe & Central Asia","High income"
"DE","DEU","Germany",2006,34241.7677129989,82376451,8.2,2.6,"Europe & Central Asia","High income"
"DE","DEU","Germany",2007,36450.8208701203,82266372,8.3,2.5,"Europe & Central Asia","High income"
"DE","DEU","Germany",2008,38028.772143518,82110097,8.3,2.4,"Europe & Central Asia","High income"
"DE","DEU","Germany",2000,27298.1087177091,82211508,9.3,2.8,"Europe & Central Asia","High income"
"DE","DEU","Germany",2001,28475.8763136066,82349925,8.9,2.7,"Europe & Central Asia","High income"
"DE","DEU","Germany",2002,29326.9120734283,82488495,8.7,2.7,"Europe & Central Asia","High income"
"DE","DEU","Germany",2003,29989.9854026223,82534176,8.6,2.7,"Europe & Central Asia","High income"
"DE","DEU","Germany",2004,31417.3633352498,82516260,8.6,2.6,"Europe & Central Asia","High income"
"DE","DEU","Germany",2005,31968.4674473589,82469422,8.3,2.6,"Europe & Central Asia","High income"
"DE","DEU","Germany",2010,39187.4026529557,81776930,8.3,2.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",1993,21834.0922488829,81156363,9.8,3.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",1994,22769.2035115633,81438348,9.5,3.2,"Europe & Central Asia","High income"
"DE","DEU","Germany",2009,37042.4478763203,81902307,8.1,2.4,"Europe & Central Asia","High income"
"DE","DEU","Germany",2014,47190.7693532848,80982500,8.8,2.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",2011,42692.5197566424,80274983,8.3,2.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",2012,43564.1480172353,80425823,8.4,2.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",2013,45232.1978530818,80645605,8.5,2.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",1995,23581.1757308685,81678051,9.4,3.1,"Europe & Central Asia","High income"
"DE","DEU","Germany",2015,47979.4842029352,81686611,9,2.3,"Europe & Central Asia","High income"
"DE","DEU","Germany",2016,49921.330617974,82348669,9.6,2.2,"Europe & Central Asia","High income"
"DE","DEU","Germany",2017,52574.2604824888,82657002,9.5,2.2,"Europe & Central Asia","High income"
"DE","DEU","Germany",1999,26360.1471893926,82100243,9.4,2.8,"Europe & Central Asia","High income"
"DE","DEU","Germany",1996,24109.5898151112,81914831,9.7,3,"Europe & Central Asia","High income"
"DE","DEU","Germany",1997,24644.5312341132,82034771,9.9,2.9,"Europe & Central Asia","High income"
"DE","DEU","Germany",1998,25392.5817823592,82047195,9.6,2.9,"Europe & Central Asia","High income"
"DJ","DJI","Djibouti",1992,,615054,38.873,48.8,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1991,,606844,39.42,49.1,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1993,,618495,38.131,48.6,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1994,,622366,37.21,48.1,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1990,,590398,39.777,49.6,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1998,,680463,33.048,45.6,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1999,,699975,32.206,44.9,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2000,,717584,31.48,44.2,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2001,,733015,30.836,43.6,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2002,,746942,30.217,43,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2003,,759641,29.58,42.4,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2017,,944097,21.944,32.4,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2004,,771603,28.917,41.8,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2005,,783254,28.234,41.1,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2006,,794563,27.553,40.5,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1995,,630388,36.164,47.6,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1996,,643654,35.071,47,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",1997,,660863,34.012,46.3,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2011,2744.26865451208,853674,24.787,37.1,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2012,,868136,24.331,36.4,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2013,,883293,23.871,35.5,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2014,,898696,23.402,34.8,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2015,,913993,22.921,33.9,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2016,,929112,22.432,33.2,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2007,,805451,26.903,39.9,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2008,,816358,26.304,39.2,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2009,,827823,25.756,38.5,"Middle East & North Africa","Lower middle income"
"DJ","DJI","Djibouti",2010,,840198,25.255,37.8,"Middle East & North Africa","Lower middle income"
"DK","DNK","Denmark",2003,30786.2489548486,5390574,12,3.2,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2004,32908.6807918313,5404523,12,3.1,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2005,34150.1594558945,5419432,11.9,3.1,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2006,37295.6593508184,5437272,12,3,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1997,24925.7984650582,5284991,12.8,3.7,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1998,25813.6389134402,5304219,12.5,3.7,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1999,26653.8239044055,5321799,12.4,3.6,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2000,28662.0947381941,5339616,12.6,3.5,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2001,29449.6194019362,5358783,12.2,3.4,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2002,30640.3456230968,5375931,11.9,3.3,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1990,18215.5089646219,5140939,12.3,4.4,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1991,19044.4623872002,5154298,12.5,4.3,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1992,19794.111883142,5171370,13.1,4.1,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1993,20197.8434849325,5188628,13,4,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1994,21655.9340863678,5206180,13.4,3.9,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1995,22661.0487336202,5233373,13.3,3.8,"Europe & Central Asia","High income"
"DK","DNK","Denmark",1996,23711.0140768588,5263074,12.9,3.8,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2010,42999.616135066,5547683,11.4,2.8,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2011,44403.3848413929,5570572,10.6,2.9,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2012,44803.9682421214,5591572,10.4,2.9,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2013,46726.8541437832,5614932,10,3,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2014,47901.4473627066,5643475,10.1,3.1,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2015,49058.5010658416,5683483,10.2,3.1,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2007,38968.5153979593,5461438,11.7,2.9,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2008,41278.3268270571,5493621,11.8,2.9,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2009,40339.6771281296,5523095,11.4,2.8,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2016,50694.1921884446,5728010,10.8,3.1,"Europe & Central Asia","High income"
"DK","DNK","Denmark",2017,54356.4510191378,5764980,10.6,3.1,"Europe & Central Asia","High income"
"DM","DMA","Dominica",2002,6584.45111922075,69837,15.4,11.4,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2016,11287.5781748468,71307,,26.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1993,4911.88164248784,70831,,10.6,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1994,5003.49899878741,71043,21.6,10.8,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2017,10383.9407632773,71458,,27.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2015,10909.7807277146,71183,,25.6,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1997,5780.24576476727,70599,21.5,11.1,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1998,6101.67732197399,70185,16.2,11.2,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1995,5259.13599833372,71098,,10.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1996,5534.32471067449,70936,19.1,11,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2001,6687.47986474069,69661,,11.3,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2006,8342.41533763639,70718,14.9,12.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1999,6242.86569508888,69835,,11.2,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2000,6549.08983080849,69650,,11.2,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2005,7751.06652196982,70589,,12.3,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2010,10068.0694081916,70878,13.1634639803606,16.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2007,9100.9023362142,70795,,13.6,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2008,9934.0938005839,70827,,14.5,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2009,9889.38464751495,70851,,15.6,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2014,11092.1389934526,71085,12,23.7,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2011,10249.8955535919,70916,,18.3,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2012,10328.730876656,70965,,19.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2013,10438.621133557,71016,,21.8,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1990,4320.71242828761,70419,23,10.2,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1991,4529.86769182013,70374,,10.4,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2003,7106.07465398046,70100,,11.6,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",2004,7489.87574638704,70382,,11.9,"Latin America & Caribbean","Upper middle income"
"DM","DMA","Dominica",1992,4715.75879043498,70544,24,10.5,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1991,3664.82813366791,7270409,29.162,23.9,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1990,3579.19322360777,7133494,29.568,24.3,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1996,5111.4607828457,7952763,26.707,23.4,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1997,5569.4092439935,8084407,26.184,23.5,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1998,5915.12861357855,8214426,25.683,23.6,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1999,6258.78643375903,8343283,25.211,23.6,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2000,6595.77190578813,8471321,24.771,23.6,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2001,6803.99879372461,8598601,24.356,23.5,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2002,7117.69738486516,8724975,23.959,23.3,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2003,7051.02351756007,8850317,23.572,23.2,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2017,16451.5400448466,10513131,19.799,20,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1992,4091.32566062895,7408342,28.728,23.6,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1993,4414.40356923292,7546463,28.261,23.4,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1994,4543.28258068476,7683707,27.762,23.3,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",1995,4817.29229342838,7819247,27.239,23.3,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2009,10283.1614744151,9576737,21.636,23,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2010,11132.9376439176,9695121,21.398,22.9,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2011,11580.568776398,9813210,21.178,22.7,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2012,11979.7022644985,9930911,20.969,22.4,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2013,12634.9645713728,10048224,20.761,22.1,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2014,13697.636931106,10165178,20.547,21.7,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2015,14649.9180814895,10281680,20.32,21.1,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2016,15613.1481703744,10397743,20.07,20.6,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2007,9853.17171843713,9338861,22.182,23.2,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2004,7324.22826702361,8974444,23.196,23.2,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2005,8152.85962201015,9097257,22.836,23.2,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2006,9049.39913019041,9218686,22.496,23.2,"Latin America & Caribbean","Upper middle income"
"DO","DOM","Dominican Republic",2008,10236.5448362147,9458075,21.896,23.1,"Latin America & Caribbean","Upper middle income"
"DZ","DZA","Algeria",2003,9684.08205241823,32264157,19.557,20.7,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1995,6843.1958200424,28757785,24.884,21.7,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1996,7128.13449128543,29266405,23.475,21.5,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1997,7213.3507965259,29742979,22.187,21.4,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1998,7552.35315332431,30192754,21.073,21.4,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1999,7795.37036299164,30623406,20.175,21.3,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2000,8162.41289479366,31042235,19.554,21.3,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2001,8480.58017701933,31451514,19.257,21.2,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2002,8982.68210758908,31855109,19.27,21,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1990,6682.53259482826,25758869,32.13,23.4,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1991,6659.73448691653,26400479,30.774,23,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1992,6773.03695139652,27028326,29.345,22.6,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1993,6638.7661289852,27635515,27.863,22.3,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",1994,6581.78394444432,28213774,26.361,22,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2007,11895.2015977884,34166972,22.424,18.5,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2008,12211.3380245579,34730608,23.226,18,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2009,12291.7607653725,35333881,23.932,17.5,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2010,12656.3720817466,35977455,24.504,17,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2011,13046.3699622677,36661444,24.934,16.6,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2012,13479.6805812833,37383887,25.246,16.2,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2013,13816.360047887,38140132,25.451,15.9,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2014,14317.0427180114,38923687,25.538,15.7,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2006,11381.2605013334,33641002,21.582,19,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2015,14710.730106735,39728025,25.481,15.5,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2004,10236.7879718873,32692163,20.077,20.1,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2005,11024.9584377733,33149724,20.774,19.5,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2017,15266.4852082981,41389198,24.846,14.9,"Middle East & North Africa","Upper middle income"
"DZ","DZA","Algeria",2016,15050.4321898664,40551404,25.25,15.2,"Middle East & North Africa","Upper middle income"
"EC","ECU","Ecuador",1992,5206.30802101169,10716129,29.025,21.3,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1993,5313.1848484882,10961466,28.611,20.6,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2014,11484.1716060523,15951838,20.645,8.1,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1996,5730.98921941717,11703174,27.413,18.3,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1997,5955.77112340576,11951452,26.981,17.2,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1994,5533.27228951552,11208001,28.214,19.9,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1995,5651.89104257018,11455204,27.82,19.1,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2000,5854.33742182958,12681123,25.503,14.1,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2015,11431.9915842402,16212020,20.432,7.9,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1998,6093.60652492681,12198449,26.517,16.1,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",1999,5773.29450957271,12442115,26.022,15.1,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2004,7135.98648121479,13596388,23.455,11.6,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2005,7619.03378642123,13825847,23.019,11.2,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2006,8059.13114229335,14059384,22.631,10.7,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2007,8316.56816664387,14296557,22.287,10.3,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2008,8868.93759142324,14535739,21.982,9.9,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2009,8841.98438922826,14774424,21.712,9.5,"Latin America & Caribbean","Upper middle income"
"EC","ECU","Ecuador",2010,9114.33832835383,15011117,21.471,9.2,"Latin America & Caribbean","Upper middle income"
