"iso2c","iso3c","country","year","gdp_percap","life_expect","population","birth_rate","neonat_mortal_rate","region","income"
"CA","CAN","Canada",2006,37999.0385951977,80.3439024390244,32571174,10.9,3.9,"North America","High income"
"CA","CAN","Canada",2011,41569.449617197,81.4487804878049,34339328,11,3.7,"North America","High income"
"CA","CAN","Canada",1994,22555.697443187,77.8268292682927,29000663,13.1,4.1,"North America","High income"
"CA","CAN","Canada",1995,23401.8746824753,78.0292682926829,29302311,12.6,4,"North America","High income"
"CA","CAN","Canada",1996,23962.4994488813,78.1804878048781,29610218,12,4,"North America","High income"
"CA","CAN","Canada",2015,44567.8663498079,81.9,35702908,10.7,3.6,"North America","High income"
"CA","CAN","Canada",2012,42189.1961096712,81.6487804878049,34714222,11,3.7,"North America","High income"
"CA","CAN","Canada",2013,44188.7317079989,81.7487804878049,35082954,10.8,3.6,"North America","High income"
"CA","CAN","Canada",2014,45645.5642968788,81.8,35437435,10.8,3.6,"North America","High income"
"CA","CAN","Canada",2016,45011.6431674509,82.300512195122,36109487,10.6,3.5,"North America","High income"
"CA","CAN","Canada",2017,46723.3177643637,82.4704878048781,36540268,10.3,3.5,"North America","High income"
"CA","CAN","Canada",1999,27745.8065524148,78.8853658536585,30401286,11.2,3.7,"North America","High income"
"CA","CAN","Canada",1997,25167.5197132665,78.4317073170732,29905948,11.6,3.9,"North America","High income"
"CA","CAN","Canada",1998,26220.2662066619,78.6341463414634,30155173,11.4,3.8,"North America","High income"
"CD","COD","Congo, Dem. Rep.",1993,616.109944626695,49.302,38815834,46.086,40.8,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1991,821.339626181055,49.225,35908244,46.084,41.5,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1990,900.016360678324,49.043,34612023,46.082,41.8,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1996,568.869238699178,49.04,42757243,46.06,40.1,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1992,723.140189974966,49.311,37333914,46.086,41.2,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1994,583.134535700751,49.22,40252975,46.082,40.5,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1995,580.448010761627,49.111,41576234,46.073,40.3,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1999,491.320381232725,49.557,45919613,45.995,39.2,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2000,455.815087822233,50.041,47105826,45.964,38.8,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2001,443.574712090833,50.667,48428545,45.93,38.5,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2002,450.450417092129,51.385,49871666,45.891,38.1,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2003,469.770409824785,52.144,51425580,45.843,37.7,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2004,498.979870321991,52.917,53068880,45.781,37.2,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2005,528.974783764268,53.675,54785903,45.701,36.5,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1997,532.840563011262,49.066,43827180,46.043,39.9,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",1998,517.997814976192,49.233,44849967,46.022,39.5,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2006,555.7999579755,54.401,56578037,45.599,35.7,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2007,586.995265356102,55.091,58453683,45.47,35,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2015,867.088357369135,59.205,76244544,42.809,30,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2016,868.613356218489,59.621,78789127,42.28,29.4,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2013,768.644915678846,58.347,71358807,43.772,31,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2014,829.362645550838,58.782,73767447,43.31,30.4,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2011,682.007331979067,57.418,66755153,44.549,32.2,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2008,615.071974520305,55.743,60411195,45.307,34.2,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2017,888.677279965972,60.031,81398764,41.734,28.9,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2010,646.295395289685,56.907,64563854,44.856,32.8,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2012,719.914258986702,57.894,69020747,44.187,31.6,"Sub-Saharan Africa","Low income"
"CD","COD","Congo, Dem. Rep.",2009,616.658619394968,56.35,62448574,45.105,33.5,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2007,834.531689386393,45.552,4198010,38.749,48.3,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1990,637.673007011812,48.767,2806734,41.234,51.6,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1991,639.247859973049,48.35,2878509,40.99,51.3,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2008,852.929806213582,46.19,4273366,38.5,47.8,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1993,593.826026439277,47.352,3046149,40.585,50.6,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2009,919.408558925555,46.862,4337625,38.248,47.4,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2010,962.291972167769,47.56,4386768,37.981,46.8,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1992,595.124008503112,47.873,2959236,40.771,50.9,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2001,706.698179903914,43.755,3722018,39.948,49.2,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2002,728.166256456519,43.718,3802128,39.818,49.1,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2003,687.364904820005,43.827,3881181,39.655,49,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2004,733.317734653318,44.08,3959875,39.46,48.8,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2005,748.194265804017,44.466,4038382,39.237,48.7,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2006,791.985623772569,44.967,4118069,38.996,48.5,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1994,618.190362393133,46.807,3135015,40.439,50.3,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1995,658.195845800187,46.252,3222656,40.332,50.1,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1996,626.792728738065,45.7,3308233,40.262,49.9,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1997,654.729006660342,45.166,3392436,40.212,49.8,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1998,676.651414505121,44.675,3475492,40.166,49.6,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1999,694.63843343902,44.254,3558014,40.115,49.4,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2000,676.811041723269,43.937,3640427,40.046,49.3,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2015,750.777013508744,51.41,4493170,36.113,43.1,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2016,789.165191749179,52.171,4537687,35.7,42.4,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2017,829.346498086113,52.89,4596028,35.328,41.5,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2013,703.492410361881,49.825,4447942,36.959,44.6,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2014,715.032744745509,50.621,4464175,36.542,43.9,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2011,1016.21855192248,48.284,4418636,37.683,46.1,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2012,1083.68992545175,49.041,4436415,37.343,45.3,"Sub-Saharan Africa","Low income"
"CG","COG","Congo, Rep.",1990,3454.24522315757,55.954,2356737,38.308,28,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1991,3557.62093693788,55.521,2422305,38.194,28.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1992,3632.29856926872,55.008,2489952,38.162,28.6,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2006,4591.99556092593,55.881,3745141,39.153,26.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2007,4483.92664717554,57.115,3876119,38.964,25.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2008,4663.01186227481,58.321,4011486,38.714,24.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2000,3677.14774638978,51.397,3127411,39.293,31.5,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2001,3790.96904008149,51.577,3217933,39.361,31,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2002,3914.89949027951,52.017,3310387,39.395,30.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2003,3906.12517696072,52.703,3406922,39.399,29.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2004,4028.31219600984,53.608,3510468,39.365,28.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2005,4337.19422775707,54.687,3622775,39.285,27.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2010,5214.50278199796,60.473,4273731,38.022,22.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1993,3581.36064044468,54.438,2559873,38.205,29,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1994,3361.73519433309,53.842,2632345,38.314,29.6,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2009,4886.38366885052,59.452,4145391,38.402,23.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2014,6017.67194682472,63.536,4736974,35.856,20.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2011,5353.80429630661,61.37,4394844,37.567,22.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2012,5518.96742184187,62.169,4510198,37.043,21.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2013,5667.59579904057,62.89,4622761,36.466,21.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1995,3469.8941199086,53.247,2707537,38.471,30.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2015,6089.83965524085,64.112,4856095,35.234,20.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2016,5833.99564359514,64.625,4980999,34.629,19.8,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2017,5614.39897396621,65.088,5110702,34.059,19.4,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1999,3441.35476509659,51.473,3038433,39.184,31.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1996,3581.49165169537,52.677,2785810,38.66,30.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1997,3517.61570981029,52.164,2867280,38.855,31.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1998,3584.68376266343,51.748,2951647,39.035,31.5,"Sub-Saharan Africa","Lower middle income"
"CH","CHE","Switzerland",1992,28226.2267443858,77.8060975609756,6875364,12.6,3.7,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1991,27915.4715600099,77.5146341463415,6799978,12.7,3.8,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1993,28596.9528449681,78.0853658536586,6938265,12.1,3.6,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1994,29343.6315787123,78.35,6993795,11.9,3.5,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1990,27594.6320514102,77.2424390243902,6715519,12.5,3.9,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1998,32918.592079192,79.3243902439025,7110001,11.1,3.4,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1999,33814.0792910998,79.580487804878,7143991,11,3.5,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2000,35754.5731603853,79.6804878048781,7184250,10.9,3.5,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2001,36778.0210933713,80.1804878048781,7229854,10,3.5,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2002,37718.3041278531,80.3853658536585,7284753,9.9,3.4,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2003,37713.3683722134,80.5365853658537,7339001,9.8,3.4,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2017,66299.6250110989,83.6024390243903,8451840,10.3,3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2004,39169.9960315091,81.0878048780488,7389625,9.9,3.3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2005,40572.2631753381,81.2365853658537,7437115,9.8,3.3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2006,45106.4159314955,81.490243902439,7483934,9.8,3.3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1995,29902.4899798191,78.4170731707317,7040687,11.7,3.4,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1996,30542.0818966431,78.8960975609756,7071850,11.7,3.4,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",1997,31812.5156785999,79.079512195122,7088906,11.4,3.4,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2011,56183.8325850081,82.6951219512195,7912398,10.2,3.1,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2012,57849.5839884654,82.6975609756098,7996861,10.3,3.1,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2013,60108.5163468318,82.7975609756098,8089346,10.2,3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2014,61902.1624060426,83.1975609756098,8188649,10.4,3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2015,63938.9799757284,82.8975609756098,8282396,10.5,3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2016,64215.8602620115,83.6024390243903,8373338,10.5,3,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2007,49746.3554026374,81.7414634146342,7551117,9.9,3.2,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2008,52584.7349460344,81.9926829268293,7647675,10,3.2,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2009,51769.0498916588,82.0439024390244,7743831,10.1,3.2,"Europe & Central Asia","High income"
"CH","CHE","Switzerland",2010,53067.6865897775,82.2463414634147,7824909,10.3,3.1,"Europe & Central Asia","High income"
"CI","CIV","Cote d'Ivoire",2003,2283.588006027,46.856,17599610,39.942,43.2,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2004,2324.95811569458,47.205,17970494,39.64,42.5,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2005,2387.62182525544,47.658,18354514,39.355,41.7,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2006,2443.85159947699,48.183,18754916,39.09,40.9,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1997,2361.96049434587,48.043,15130663,41.622,47,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1998,2432.56275412804,47.438,15589414,41.398,46.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1999,2438.28667084349,46.969,16032573,41.146,46,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2000,2378.61050656544,46.672,16454668,40.866,45.4,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2001,2376.20723718038,46.567,16853026,40.563,44.7,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2002,2321.40190632953,46.637,17231539,40.251,44,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1990,2132.10247813829,52.486,11924877,43.241,48.3,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1991,2127.06395560679,52.117,12362407,42.918,48,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1992,2093.99217876215,51.605,12812421,42.641,47.8,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1993,2065.448910758,50.975,13271643,42.406,47.7,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1994,2054.85797401633,50.259,13735433,42.201,47.7,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1995,2173.94832652032,49.501,14199762,42.013,47.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1996,2309.18401551664,48.746,14665127,41.824,47.3,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2010,2618.3189197938,50.423,20532950,38.203,37.9,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2011,2495.49512456671,50.945,21028655,38.002,37.2,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2012,2747.90052339675,51.463,21547188,37.796,36.5,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2013,2970.20233832225,51.989,22087505,37.579,35.9,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2014,3211.09974493266,52.52,22647683,37.348,35.2,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2015,3444.44979976871,53.053,23226143,37.099,34.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2007,2498.3358943765,48.747,19171237,38.846,40.1,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2008,2553.83804102884,49.321,19605569,38.619,39.3,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2009,2596.89747661314,49.883,20059147,38.406,38.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2016,3665.55048579924,53.582,23822714,36.832,34.1,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2017,3921.71333635819,54.102,24437469,36.553,33.5,"Sub-Saharan Africa","Lower middle income"
"CL","CHL","Chile",2016,22874.1494182585,79.522,18209068,13.281,5.2,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2002,10333.0636258187,77.255,15684409,16.277,5,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1994,6568.78082455401,75.059,14166340,19.846,6.7,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1995,7351.82880778263,75.374,14380866,19.31,6.4,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2017,24248.8607595513,79.732,18470439,13.135,5,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1997,8637.33074065478,75.974,14786220,18.295,6.1,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1998,8995.76512018912,76.259,14977733,17.818,6,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1999,8977.1174018074,76.533,15162800,17.369,5.8,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1996,8011.5711832202,75.678,14587370,18.793,6.2,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2001,9972.65102673782,77.034,15516113,16.595,5.2,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2015,22688.0100281186,79.315,17969353,13.437,5.3,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2003,10841.3238883432,77.453,15849652,16,4.9,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2000,9553.56662261844,76.793,15342353,16.959,5.5,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2005,12746.5833879323,77.791,16182721,15.543,5,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2006,15753.962990375,77.934,16354504,15.339,5.2,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2007,16941.8359830089,78.066,16530195,15.135,5.3,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2008,16501.8069214628,78.193,16708258,14.923,5.4,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2009,16159.6052340491,78.32,16886186,14.699,5.5,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2010,18161.8039224929,78.454,17062536,14.466,5.4,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2011,20342.5709204911,78.599,17233576,14.231,5.4,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2012,21507.7074027908,78.758,17400347,14.006,5.4,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2013,22439.2783559638,78.931,17571507,13.797,5.4,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2014,22786.6556024001,79.117,17758959,13.608,5.3,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1991,4952.53850715378,74.042,13495258,21.465,8,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1992,5622.77735855376,74.394,13719819,20.938,7.5,"Latin America & Caribbean","High income"
"CL","CHL","Chile",2004,11812.6350110434,77.632,16014971,15.759,4.9,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1990,4511.17005852604,73.68,13274623,21.945,8.6,"Latin America & Caribbean","High income"
"CL","CHL","Chile",1993,6119.38016839995,74.733,13944937,20.393,7,"Latin America & Caribbean","High income"
"CM","CMR","Cameroon",1990,1949.28061401855,52.209,11780088,44.693,39.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1991,1881.30437575261,51.835,12137912,44.277,38.9,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1996,1787.79443254387,49.708,13970813,42.209,36.3,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1997,1863.91245008089,49.543,14344449,41.904,35.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1998,1919.00893357322,49.538,14723768,41.649,34.6,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1999,1978.03328279436,49.7,15112592,41.445,33.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2000,2039.93428415022,50.026,15513945,41.287,32.9,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2001,2119.05892744085,50.495,15928910,41.167,32.2,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2002,2184.9824523043,51.059,16357602,41.067,31.8,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2016,3546.54456017232,58.073,23926539,36.3,26.1,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2017,3644.80109612329,58.575,24566045,35.768,25.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1992,1810.59072304322,51.39,12499499,43.841,38.4,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1993,1658.10440111906,50.91,12864090,43.4,37.9,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1994,1681.52196130966,50.433,13230984,42.969,37.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1995,1728.15225667547,50.015,13599988,42.566,36.9,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2009,2767.97483614165,54.996,19789919,39.686,29.9,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2010,2817.57272221604,55.424,20341241,39.307,29.3,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2011,2914.2376674035,55.832,20906388,38.876,28.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2012,3021.40920046322,56.241,21485266,38.403,28.2,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2013,3153.68235758959,56.665,22077298,37.899,27.6,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2014,3311.73400510575,57.111,22681858,37.374,27,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2015,3442.73447978125,57.582,23298368,36.837,26.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2006,2568.44247788306,53.494,18223674,40.521,31.3,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2003,2265.80585349054,51.671,16800865,40.967,31.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2004,2418.58814029148,52.301,17259322,40.852,31.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2005,2476.29931164865,52.916,17733410,40.708,31.4,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2007,2691.897289612,54.033,18730282,40.29,31,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2008,2762.94201804798,54.535,19252666,40.013,30.5,"Sub-Saharan Africa","Lower middle income"
"CN","CHN","China",2002,3553.92379294414,72.84,1280400000,12.86,18.4,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1995,1872.60665053918,70.156,1204855000,17.12,26.6,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1996,2074.36167018945,70.427,1217550000,16.98,25.6,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1997,2281.44384124424,70.747,1230075000,16.57,24.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1998,2464.18635226044,71.115,1241935000,15.64,23.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1999,2668.23022925253,71.521,1252735000,14.64,22.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2000,2936.28774484522,71.955,1262645000,14.03,21.4,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2001,3227.41943802262,72.401,1271850000,13.38,19.9,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2003,3958.47197679311,73.257,1288400000,12.41,16.8,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1990,987.641178767675,69.293,1135185000,21.06,29.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1991,1100.81427633426,69.437,1150780000,19.68,29.3,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1992,1270.29699201684,69.587,1164970000,18.27,29,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1993,1463.80174810231,69.75,1178440000,18.09,28.4,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1994,1671.20091665622,69.935,1191835000,17.7,27.6,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2007,6847.06962343725,74.562,1317885000,12.1,11.2,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2008,7615.02953316464,74.808,1324655000,12.14,10.2,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2009,8352.68993342959,75.032,1331260000,12.13,9.2,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2010,9303.73369972087,75.236,1337705000,11.9,8.4,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2011,10355.4957126354,75.425,1344130000,11.93,7.7,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2012,11328.2817147723,75.602,1350695000,12.1,7.1,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2013,12361.3979714839,75.769,1357380000,12.08,6.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2005,5081.04904063873,73.987,1303720000,12.4,13.8,"East Asia & Pacific","Upper middle income"
